LGA,Ward,Polling Unit Name
Yunusari,Wadi/Kafiya,"Bukarti, Pri. Sch.; Chukuwa Kura, Dandali; Gabtomeri, Dandali; Gamachiri, Dandali; Goni Meleri, Dandali; Goni Chammami Openspace; Gremari Wadi, Pri. Sch.; Kafiya, Dandali; Kirizul, Dandali; Kusuluwaram, Dandali; Manawaji, Pri. Sch.; Manawaji, Dispensary"
Yunusari,Zajibiri / Dumbal,"Awakimeri, Dandali; Bulanguwaram, Dandali; Dumbol Lawanti, Dandali I; Dumbol Lawanti, Dandali II; Garau, Dandali; Musa Kallabe, Dandali; Zai Lawanti, Dandali; Zaji Biriri Lawanti, Dandali; Zaji Biriri Ladu, Pri. Sch."
Yusufari,Alanjirori,"Bula Tura, Pri. Sch.; Bula Tura, Bulama Gate; Kachallari, Pri. Sch.; Kelumeri Open Space; Leferi Open Space; Ngalbiya, Defunt Pri. School; Njererewa Open Space; Sherifudi, Sherifudi; Siniri, Bulama Gate; Sunomari Open Space; Zaifadari, Bulama's Gate"
Yusufari,Gumshi,Garin Kallah Open Space; Gumshi Open Space; Kerewa Maya Open Space; Kore Maram Open Space; Mai Dashi Open Space; Ngeijabe Open Space; Tsengumeri Open Space
Yusufari,Guya,"Awanari Open Space; Bula Daube, Bulama's Gate; Guya Dispensary; Guya, Guya Kasuwa; Guya Mari, Wakil Gate; Guya Mari, Defunt Pri. Sch.; Kaluwa Open Space; Maibogori; Nganawa Open Space; Zumugu Open Space"
Yusufari,Jebuwa,"Abatseremi, Bulama's Gate; Abatseremi, Wakil Gate; Alarakchi, Bulama's Gate; Bamusu Open Space; Fantameri Open Space; Gabachari Open Space; Kaigamari, Bulama's Gate; Ligalidi Open Space; Jebuwa, Pri. Sch. I; Jebuwa, Pri. Sch. II"
Yusufari,Kajimaram/Sumbar,Abatura Open Space; Buzizi Open Space; Gremari Open Space; Kadairi Open Space; Kajimaram Open Space; Sumbar Open Space
Yusufari,Kaska/Tulotulowa,"Buddum Open Space; Kaska Open Space; Lawan Ganari, Lawan Ganari; Lawan Ganari Open Space; Modibbo Open Space; Tulo, Tulo Open Space I; Tulo,Tulo Open Space II"
Yusufari,Kumagannam,"Bonegaral Open Space; Dunari Open Space; Gakore, Bulama's Gate; Garin Idi Open Space; Kumagannam I, G. S. S; Kumagannam II, Behind G. S. S; Mainewa Open Space; Massasara I Open Space; Massasara II Open Space"
Yusufari,Mai-Malari,"Bukku Kura Open Space; Bula Zaji Open Space; Dussare Open Space; Kirigini Open Space; Lawanti Open Space; Maimalari, Pri. Sch. I; Maimalari, Pri. Sch. II"
Yusufari,Mayori,"Aba Tura Mayori Open Space; Garin A. Amadu Open Space; Garin Jibir Open Space; Garin Tsangai Open Space; Mayori, Health Clinic; Mayori, Primary School; Mayori Lawanti Open Space; Sumbar Mayori Open Space; Isakari Bulin, Kofar Isaka; Ziginomi Open Space"
Yusufari,Yusufari,"Adult. Edu. Office, Adult. Edu Office; Lawanti Pri. Sch.; Area Court Office, Behind The Court; Area Court, Area Court; Bulama Modu, Bulama Gate; Chingide, Bulama Gate; Chingiwa, Bulama Gate; Kiriram, Bulama Gate; Kuka Tatawa, Bulama Gate; Ung. Zangomanga. Veterinary Clinic; Yusufari, Pri. Sch.; Yusufari, Behind Pri. Sch."
